cellBC	JAK1wtTXcnt	JAK1mutTXcnt
bcCLQH	0	2
bcCLQL	3	1
bcCLQU	1	0
bcCLRU	51	0
bcCLSA	1	1
bcCLUV	3	0
bcCLVZ	1	0
bcCLZS	0	0
bcCMCG	2	0
bcCMCN	0	0
bcCMDH	0	1
bcCMFA	2	1
bcCMFQ	1	16
bcCMHB	0	1
bcCMIU	2	5
bcCMKD	1	0
bcCMKL	0	52
bcCMLE	1	1
bcCMLF	0	0
bcCMLH	1	14
bcCMOH	0	66
bcCMOX	0	0
bcCMPA	1	2
bcCMPW	1	1
bcCMQA	0	43
bcCMQX	0	1
bcCMRQ	1	16
bcCMSF	25	0
bcCMTS	0	0
bcCMTV	2	2
bcCMUH	1	0
bcCMVY	1	0
bcCMWW	52	43
bcCMXN	0	1
bcCMYE	0	0
bcCMYW	2	0
bcCMZB	0	0
bcCMZY	1	0
bcCNAJ	0	2
bcCNAM	0	0
bcCNCJ	1	0
bcCNFI	0	0
bcCNFN	1	0
bcCNIS	1	0
bcCNIT	4	1
bcCNIW	3	1
bcCNJC	0	0
bcCNJD	1	0
bcCNJQ	65	2
bcCNKP	0	1
bcCNLB	1	0
bcCNMK	130	1
bcCNMV	38	0
bcCNOH	16	1
bcCNOS	1	1
bcCNSG	0	13
bcCNUJ	0	1
bcCNXJ	1	1
bcCODK	1	0
bcCOHB	0	0
bcCOMP	2	0
bcCOMQ	0	0
bcCONF	0	0
bcCONZ	0	1
bcCOOL	0	1
bcCOQD	1	0
bcCOTC	2	0
bcCPCS	36	0
bcCPEO	0	0
bcCPHA	0	1
bcCPHV	43	0
bcCPIU	0	0
bcCPPC	0	0
bcCPPQ	0	0
bcCPPR	1	1
bcCPPV	1	0
bcCPRO	25	35
bcCQBP	5	0
bcCQEL	0	0
bcCQEO	1	0
bcCQEY	0	0
bcCQFE	0	1
bcCQIT	0	47
bcCQKM	8	0
bcCQNH	0	0
bcCQOC	0	0
bcCQQK	1	1
bcCQSM	0	0
bcCQSY	1	0
bcCQTC	0	0
bcCQUN	7	1
bcCQVF	0	0
bcCQYD	0	0
bcCQYO	0	0
bcCRCN	0	0
bcCRMP	2	1
bcCRMR	0	0
bcCRNT	0	0
bcCROS	0	1
bcCRSD	2	2
bcCRSO	0	0
bcCRTI	0	1
bcCRTU	34	0
bcCRUC	36	0
bcCRVD	1	1
bcCRYE	2	1
bcCRYR	0	0
bcCRYT	0	0
bcCSDF	0	0
bcCSEE	0	0
bcCSFZ	0	0
bcCSHU	1	0
bcCSIA	1	0
bcCSJC	1	2
bcCSKG	1	0
bcCSKJ	3	0
bcCSMD	2	0
bcCSMG	0	45
bcCSNC	1	34
bcCSOV	1	1
bcCSRU	0	1
bcCSSE	30	2
bcCSTI	81	0
bcCSUR	8	1
bcCSUT	0	0
bcCSWZ	10	0
bcCSYU	0	0
bcCSZC	0	0
bcCSZJ	0	0
bcCSZS	0	0
bcCTAC	2	0
bcCTAH	0	2
bcCTAM	1	0
bcCTAU	1	0
bcCTBG	17	1
bcCTBI	68	1
bcCTDF	2	4
bcCTIH	4	0
bcCTLI	2	1
bcCTLY	0	0
bcCTPG	1	5
bcCTPZ	0	4
bcCTSD	1	2
bcCTTV	43	0
bcCTUA	1	1
bcCTVE	1	1
bcCTWR	0	35
bcCUAD	1	0
bcCUAK	0	0
bcCUDO	0	0
bcCUFN	0	0
bcCUHM	0	0
bcCUOH	0	0
bcCUPM	0	0
bcCUPN	0	0
bcCUSY	2	0
bcCUTI	0	1
bcCUUZ	3	0
bcCUVG	0	1
bcCUVV	0	2
bcCUWN	3	2
bcCUWR	0	0
bcCUYE	3	4
bcCUYQ	1	0
bcCUZJ	0	0
bcCVBG	1	0
bcCVBJ	1	0
bcCVBY	4	1
bcCVCO	2	22
bcCVGF	48	0
bcCVGL	47	1
bcCVHV	0	0
bcCVJD	0	0
bcCVJJ	0	2
bcCVLG	0	2
bcCVLY	0	0
bcCVMW	2	0
bcCVNB	6	6
bcCVRN	0	0
bcCVRU	1	0
bcCVWP	0	1
bcCVXL	1	1
bcCVXX	1	0
bcCVXZ	50	0
bcCWAH	0	27
bcCWBG	0	0
bcCWCF	6	0
bcCWCG	0	0
bcCWDV	38	0
bcCWIN	1	0
bcCWIQ	0	0
bcCWLB	2	1
bcCWLK	0	1
bcCWLN	2	0
bcCWQO	0	0
bcCWQU	0	0
bcCWRQ	0	94
bcCWWK	0	0
bcCWYN	0	2
bcCXAA	3	0
bcCXAF	0	0
bcCXBR	1	1
bcCXBW	0	0
bcCXDX	1	2
bcCXEB	0	0
bcCXHZ	0	0
bcCXIQ	1	1
bcCXJA	48	0
bcCXJK	0	1
bcCXKA	3	6
bcCXKM	0	0
bcCXMQ	0	0
bcCXMZ	3	0
bcCXNV	0	0
bcCXOF	0	0
bcCXOX	0	0
bcCXPB	9	0
bcCXPX	0	0
bcCXTE	39	0
bcCXTP	0	0
bcCXYR	1	0
bcCXZN	0	0
bcCYAH	0	0
bcCYBB	32	0
bcCYDK	1	0
bcCYEV	0	0
bcCYFO	0	0
bcCYKH	2	1
bcCYLQ	0	0
bcCYNZ	0	0
bcCYOC	0	0
bcCYRZ	1	1
bcCYSJ	0	1
bcCYTN	1	0
bcCYTS	1	0
bcCYUL	1	1
bcCYUP	0	20
bcCYYC	0	0
bcCZAS	69	0
bcCZAU	1	0
bcCZDO	1	2
bcCZJD	0	0
bcCZQC	12	0
bcCZRF	0	0
bcCZSZ	12	0
bcCZVN	11	1
bcCZVQ	78	0
bcCZVW	181	1
bcCZXN	0	1
bcCZZJ	0	1
bcDAAN	2	2
bcDABG	0	0
bcDADM	1	0
bcDADO	1	0
bcDAGA	0	1
bcDAHB	1	1
bcDAHU	41	50
bcDAIE	0	1
bcDAJK	0	0
bcDAKQ	2	0
bcDAPJ	1	0
bcDAQI	1	32
bcDAQJ	56	97
bcDASM	0	0
bcDAVC	1	0
bcDAYS	1	0
bcDAZB	0	0
bcDAZO	1	0
bcDBBZ	2	0
bcDBCU	3	1
bcDBCY	0	0
bcDBED	0	5
bcDBJC	24	0
bcDBKZ	5	0
bcDBLT	0	0
bcDBNV	2	2
bcDBNZ	2	3
bcDBQT	44	37
bcDBRX	15	0
bcDBTH	0	1
bcDBVQ	1	0
bcDBXE	72	46
bcDBYP	10	0
bcDBYR	0	0
bcDBYX	0	0
bcDBZK	0	0
bcDCAC	5	1
bcDCAI	0	0
bcDCAQ	0	0
bcDCCP	161	12
bcDCCV	2	0
bcDCCY	3	0
bcDCDC	1	0
bcDCDT	7	27
bcDCED	1	1
bcDCFH	0	0
bcDCFN	85	2
bcDCFY	1	1
bcDCGV	70	3
bcDCHL	8	0
bcDCHM	1	0
bcDCPE	31	0
bcDCQJ	1	1
bcDCRS	0	0
bcDCRU	0	0
bcDCTC	0	0
bcDCTQ	1	1
bcDCUI	0	2
bcDCXO	7	0
bcDCYM	0	0
bcDDFB	0	0
bcDDFT	21	0
bcDDGM	0	0
bcDDKC	0	0
bcDDMD	0	0
bcDDMH	5	0
bcDDMT	1	0
bcDDMZ	0	0
bcDDRH	1	0
bcDDTX	1	30
bcDDVJ	1	0
bcDDWQ	1	0
bcDDXO	0	1
bcDDYQ	34	2
bcDEAM	2	0
bcDEAX	0	0
bcDECH	0	0
bcDEDP	0	0
bcDEEB	0	0
bcDEFN	0	0
bcDEJD	52	0
bcDEKD	0	0
bcDEKU	1	1
bcDENV	0	0
bcDEPZ	0	1
bcDETJ	1	0
bcDETL	0	1
bcDETU	65	0
bcDEXG	0	0
bcDEXM	0	0
bcDEYS	1	0
bcDFAT	9	1
bcDFBO	0	0
bcDFCK	0	0
bcDFDE	2	0
bcDFFB	1	0
bcDFKH	1	0
bcDFKJ	1	0
bcDFKL	1	0
bcDFLW	55	0
bcDFNJ	3	2
bcDFNS	2	0
bcDFNT	1	0
bcDFQT	70	2
bcDFRY	2	0
bcDFSX	0	0
bcDFVN	42	0
bcDFVZ	43	1
bcDFWQ	3	0
bcDFXE	1	1
bcDFXT	2	32
bcDFYG	5	1
bcDFZJ	1	0
bcDGBZ	4	2
bcDGCD	1	0
bcDGCF	0	0
bcDGIU	0	52
bcDGKG	12	15
bcDGMQ	0	1
bcDGOF	29	2
bcDGRC	1	0
bcDGRG	2	0
bcDGSH	0	1
bcDGSQ	3	1
bcDGSW	0	0
bcDGTA	20	1
bcDGTE	1	1
bcDGVH	32	0
bcDGVU	3	1
bcDGWA	19	1
bcDGWL	0	0
bcDGWX	0	2
bcDGXS	3	56
bcDHAO	2	2
bcDHBC	3	1
bcDHCV	0	0
bcDHDP	1	4
bcDHEC	0	0
bcDHED	4	0
bcDHFR	2	0
bcDHGA	1	0
bcDHHD	10	0
bcDHIY	0	0
bcDHKF	6	8
bcDHLQ	0	0
bcDHSB	0	0
bcDHUT	0	0
bcDHVK	0	13
bcDHYX	1	0
bcDHZM	0	0
bcDIAK	0	0
bcDIIQ	0	0
bcDIMD	1	0
bcDIMP	3	0
bcDIMX	0	0
bcDINQ	0	0
bcDINT	0	0
bcDIPF	1	0
bcDIPM	0	0
bcDIQY	0	0
bcDIRX	1	30
bcDISX	0	0
bcDITC	1	0
bcDIUG	0	0
bcDIYH	0	0
bcDIYK	0	1
bcDJBL	0	1
bcDJCF	1	0
bcDJCM	0	0
bcDJCY	0	0
bcDJFF	0	0
bcDJIK	0	0
bcDJLR	0	0
bcDJMY	0	0
bcDJNB	0	0
bcDJNC	1	0
bcDJNY	0	0
bcDJOL	0	16
bcDJPN	2	0
bcDJQT	0	1
bcDJSL	0	0
bcDJVB	0	0
bcDJVP	0	0
bcDKBG	1	0
bcDKBS	3	0
bcDKDD	1	0
bcDKLH	1	0
bcDKLJ	0	0
bcDKOA	5	39
bcDKQD	1	2
bcDKQE	1	1
bcDKQP	2	1
bcDKRU	0	4
bcDKSD	0	0
bcDKUR	3	0
bcDKWF	0	0
bcDKWR	29	3
bcDKYZ	29	1
bcDKZW	4	1
bcDLAG	170	38
bcDLBI	44	0
bcDLGD	1	1
bcDLGR	1	0
bcDLGW	1	0
bcDLGX	0	2
bcDLHH	2	0
bcDLLA	1	1
bcDLLM	0	1
bcDLLV	0	1
bcDLMU	1	0
bcDLON	1	0
bcDLPG	5	0
bcDLPJ	0	0
bcDLPP	0	0
bcDLQU	0	0
bcDLQZ	2	5
bcDLTR	1	0
bcDLUI	0	0
bcDLUK	0	0
bcDLWT	0	0
bcDMDY	0	0
bcDMEC	0	0
bcDMED	0	0
bcDMES	1	0
bcDMIY	0	0
bcDMJE	0	1
bcDMJP	0	5
bcDMJY	4	0
bcDMKF	1	0
bcDMKU	30	0
bcDMLG	3	0
bcDMMB	39	0
bcDMPN	11	2
bcDMQK	0	2
bcDMQS	36	0
bcDMRP	2	1
bcDMSD	1	0
bcDMTM	1	37
bcDMWE	0	0
bcDMXF	0	1
bcDMXM	4	0
bcDMZF	0	1
bcDNAQ	0	2
bcDNBS	0	0
bcDNCM	2	0
bcDNFZ	1	0
bcDNGK	1	1
bcDNIJ	0	0
bcDNLZ	3	0
bcDNME	11	0
bcDNMG	41	1
bcDNML	0	1
bcDNNV	1	0
bcDNSQ	0	0
bcDNTC	1	7
bcDNTQ	30	0
bcDNVA	0	0
bcDNYD	37	0
bcDNYO	36	1
bcDOAK	78	0
bcDOCE	2	1
bcDOCH	0	1
bcDOCT	0	0
bcDODO	1	0
bcDOEC	3	1
bcDOGL	1	0
bcDOKM	0	1
bcDOMP	0	0
bcDONX	0	0
bcDOOT	14	0
bcDOPT	0	0
bcDOPZ	0	1
bcDOQB	0	1
bcDOQM	0	0
bcDOSG	0	0
bcDOUN	0	0
bcDOVQ	0	0
bcDOVS	2	0
bcDOZC	0	0
bcDOZH	0	0
bcDPAX	0	0
bcDPCH	0	0
bcDPDE	0	0
bcDPDG	0	19
bcDPEJ	0	0
bcDPET	2	1
bcDPGN	0	1
bcDPHF	1	1
bcDPHG	1	1
bcDPIL	0	0
bcDPKJ	1	0
bcDPMM	18	0
bcDPND	27	78
bcDPOA	0	1
bcDPOP	1	0
bcDPPZ	0	0
bcDPQC	0	1
bcDPQZ	0	0
bcDPRR	0	0
bcDPTE	4	0
bcDPTK	3	0
bcDPUC	2	2
bcDPUP	0	0
bcDPUU	2	2
bcDPVB	0	42
bcDPWD	1	2
bcDPWF	1	0
bcDPXG	1	0
bcDPXO	0	0
bcDPXY	48	0
bcDPYQ	82	1
bcDPZE	0	1
bcDQAC	0	1
bcDQAE	19	1
bcDQCO	0	72
bcDQHZ	1	3
bcDQIL	1	0
bcDQKC	1	2
bcDQLJ	67	9
bcDQMN	0	0
bcDQNH	2	0
bcDQNV	1	0
bcDQNY	0	0
bcDQOC	2	1
bcDQOR	0	0
bcDQOU	0	1
bcDQRV	1	0
bcDQTO	0	0
bcDQUD	0	0
bcDQVI	1	0
bcDQVJ	2	1
bcDQVY	1	29
bcDQWP	2	0
bcDQXA	0	2
bcDQXB	0	1
bcDQXD	8	1
bcDQXJ	1	32
bcDQXR	0	5
bcDQYI	1	1
bcDQYP	27	2
bcDQYY	16	0
bcDRCT	0	0
bcDRCU	3	0
bcDREM	1	0
bcDRIC	0	0
bcDRIU	0	0
bcDRRM	0	0
bcDRTJ	37	16
bcDRTW	68	0
bcDRUL	0	0
bcDRXS	0	3
bcDRZF	1	0
bcDRZG	38	0
bcDSAN	0	0
bcDSAP	0	1
bcDSAU	0	1
bcDSAW	0	1
bcDSCD	0	2
bcDSCW	0	0
bcDSEP	0	0
bcDSEZ	0	0
bcDSFS	4	29
bcDSGM	24	0
bcDSGR	1	2
bcDSHU	1	1
bcDSIS	0	0
bcDSMV	3	1
bcDSMW	1	2
bcDSPB	4	2
bcDSPG	1	0
bcDSPJ	1	1
bcDSPK	3	0
bcDSPQ	0	1
bcDSQJ	0	0
bcDSQL	0	39
bcDSUD	50	1
bcDSYP	0	0
bcDTAB	0	0
bcDTBS	0	9
bcDTCF	0	0
bcDTDV	2	2
bcDTEF	1	47
bcDTIE	0	0
bcDTIJ	3	1
bcDTJR	0	0
bcDTOW	2	0
bcDTQB	0	0
bcDTRQ	37	0
bcDTRU	33	1
bcDTSL	1	2
bcDTSP	2	1
bcDTSS	28	0
bcDTSX	1	1
bcDTWA	0	0
bcDTWO	1	1
bcDTZN	3	7
bcDTZR	6	1
bcDUBO	0	0
bcDUHH	0	0
bcDUHJ	2	0
bcDUIY	1	1
bcDUJW	0	1
bcDULH	0	0
bcDUNI	1	2
bcDUNL	60	23
bcDUOR	3	0
bcDUOT	21	0
bcDUOU	0	0
bcDUPT	1	24
bcDURB	0	0
bcDURS	26	31
bcDUTG	10	0
bcDUTK	6	1
bcDUUL	0	2
bcDUVF	0	0
bcDUWM	3	0
bcDUWP	4	0
bcDUWV	0	1
bcDUWY	1	0
bcDUXJ	0	1
bcDUXK	2	0
bcDUXZ	0	54
bcDVAH	0	0
bcDVAJ	0	0
bcDVCG	0	0
bcDVCI	2	0
bcDVCM	0	0
bcDVEG	1	0
bcDVFZ	0	0
bcDVIQ	0	0
bcDVJD	0	0
bcDVKQ	0	0
bcDVKW	1	0
bcDVKX	1	38
bcDVLC	0	0
bcDVLT	12	1
bcDVMM	0	1
bcDVMT	0	1
bcDVMU	1	0
bcDVPC	0	0
bcDVSM	0	0
bcDVTV	11	0
bcDVUS	2	0
bcDVUZ	0	0
bcDVWZ	63	1
bcDVXQ	1	24
bcDVYA	5	0
bcDVZK	0	0
bcDVZR	1	0
bcDWAA	0	0
bcDWAJ	0	0
bcDWAX	0	1
bcDWBE	0	1
bcDWDL	3	2
bcDWDO	26	0
bcDWDP	1	0
bcDWFV	0	0
bcDWHC	0	0
bcDWHH	0	1
bcDWJG	0	2
bcDWKX	0	0
bcDWLR	0	0
bcDWLW	0	1
bcDWMZ	0	0
bcDWNA	0	8
bcDWNH	36	0
bcDWOT	0	1
bcDWPA	4	0
bcDWPR	0	2
bcDWSC	2	1
bcDWUC	0	1
bcDWUN	4	1
bcDWVY	1	17
bcDWXM	2	33
bcDWXO	0	63
bcDWZI	15	1
bcDWZK	54	0
bcDXDB	1	1
bcDXDC	0	0
bcDXDF	4	1
bcDXDO	3	0
bcDXEU	2	1
bcDXEV	0	0
bcDXGP	1	2
bcDXJA	0	0
bcDXJE	0	1
bcDXKN	0	0
bcDXKP	0	0
bcDXQA	0	0
bcDXQK	32	0
bcDXQY	0	0
bcDXRV	1	2
bcDXSH	0	1
bcDXSI	1	0
bcDXSX	0	0
bcDXTS	1	1
bcDXTU	1	0
bcDXTZ	38	0
bcDXXB	2	48
bcDXYO	6	0
bcDXYV	0	0
bcDYAB	40	0
bcDYCV	0	1
bcDYDD	0	0
bcDYFD	1	0
bcDYFT	0	0
bcDYFX	0	1
bcDYGP	1	3
bcDYGQ	2	36
bcDYHB	1	1
bcDYIH	0	0
bcDYII	1	0
bcDYJA	2	1
bcDYKI	34	2
bcDYLC	0	2
bcDYMH	1	1
bcDYMS	0	1
bcDYNP	1	0
bcDYOG	1	0
bcDYPO	1	0
bcDYQI	2	2
bcDYQJ	1	0
bcDYRN	2	0
bcDYRW	43	1
bcDYSN	0	0
bcDYTI	0	0
bcDYUE	5	0
bcDYVI	0	0
bcDYVW	1	1
bcDYWC	0	1
bcDYXH	0	0
bcDYXM	0	0
bcDZBM	1	0
bcDZCG	0	0
bcDZGZ	0	0
bcDZHM	0	0
bcDZJY	1	0
bcDZKC	0	0
bcDZKD	2	2
bcDZKS	4	1
bcDZMD	0	2
bcDZNA	13	0
bcDZNC	0	0
bcDZNY	4	1
bcDZOI	0	0
bcDZPD	1	1
bcDZQG	1	1
bcDZRP	0	0
bcDZUY	0	0
bcDZVX	44	0
bcDZZG	2	0
bcDZZP	0	0
bcEABB	2	0
bcEABP	3	3
bcEACA	0	0
bcEACQ	1	3
bcEACR	2	0
bcEACV	45	41
bcEADE	2	1
bcEAEE	0	0
bcEAEX	17	0
bcEAHJ	0	1
bcEAIM	13	1
bcEAJQ	0	0
bcEAMO	0	0
bcEANV	49	2
bcEAOG	4	1
bcEAOH	3	0
bcEAOL	1	1
bcEAPK	1	3
bcEAPL	0	0
bcEAPO	60	0
bcEAPP	0	0
bcEAQF	1	3
bcEAQO	1	0
bcEAQX	0	16
bcEARF	3	73
bcEASE	9	0
bcEASL	0	0
bcEASP	0	0
bcEATH	1	0
bcEATU	1	0
bcEAUL	0	0
bcEAWA	0	0
bcEAZR	0	1
bcEBBI	1	1
bcEBDY	0	1
bcEBPT	0	0
bcEBRG	0	0
bcEBRL	0	0
bcEBRS	0	0
bcEBTE	1	0
bcEBUL	0	1
bcEBVR	0	0
bcEBWZ	0	0
bcEBXI	0	0
bcEBYB	0	1
bcECAF	0	0
bcECAK	0	0
bcECGG	29	0
bcECHX	0	0
bcECHZ	1	0
bcECJS	1	3
bcECNJ	0	0
bcECPH	1	0
bcECQT	0	0
bcECVF	0	0
bcEDCP	0	0
bcEDEZ	0	0
bcEDFW	0	0
bcEDGG	0	0
bcEDGS	0	1
bcEDKX	0	1
bcEDLW	1	0
bcEDNI	27	2
bcEDOD	1	17
bcEDPP	2	0
bcEDSW	4	1
bcEDTR	53	21
bcEDTT	0	0
bcEDVC	16	0
bcEDWK	0	1
bcEDZG	0	1
bcEEAV	0	1
bcEEBE	60	28
bcEEBZ	0	30
bcEECE	1	0
bcEECV	36	0
bcEECY	2	2
bcEEGX	3	0
bcEEIS	1	1
bcEELG	0	0
bcEELU	0	6
bcEELZ	0	0
bcEENB	1	0
bcEEND	0	0
bcEENU	0	0
bcEEOU	0	0
bcEEQG	3	0
bcEEQV	0	0
bcEESV	0	0
bcEEUE	0	0
bcEEVV	0	20
bcEEYV	17	85
bcEFAI	0	0
bcEFDQ	0	0
bcEFGA	1	0
bcEFLA	1	1
bcEFLQ	0	0
bcEFMB	0	0
bcEFRS	2	0
bcEFSX	6	88
bcEFUL	0	0
bcEFUN	1	0
bcEFXL	0	74
bcEFYC	0	0
bcEGAD	0	0
bcEGBV	1	0
bcEGFT	3	0
bcEGGQ	1	0
bcEGHA	1	0
bcEGHG	1	0
bcEGIQ	2	38
bcEGJW	0	0
bcEGLM	1	0
bcEGMO	1	1
bcEGOU	51	1
bcEGPU	2	0
bcEGQN	0	0
bcEGQQ	1	0
bcEGTA	0	0
bcEGUH	0	0
bcEGUP	0	0
bcEGYN	56	0
bcEHJJ	1	0
bcEHJQ	13	1
bcEHLA	0	0
bcEHMI	0	0
bcEHMW	0	0
bcEHOW	0	0
bcEHPA	0	0
bcEHPU	38	0
bcEHSX	0	72
bcEHYD	1	0
bcEHYU	0	2
bcEIAW	1	0
bcEIDE	0	8
bcEIDR	1	1
bcEIDW	2	0
bcEIEA	1	0
bcEIHK	0	0
bcEIHN	0	0
bcEIIN	0	0
bcEIIT	12	0
bcEIJB	10	0
bcEIJS	52	11
bcEIOA	4	0
bcEION	0	0
bcEISP	0	0
bcEISR	0	1
bcEISZ	0	2
bcEIUS	0	1
bcEIVZ	4	0
bcEIWG	69	0
bcEIYI	0	0
bcEJBF	0	2
bcEJBR	2	0
bcEJCL	0	0
bcEJCQ	33	0
bcEJET	1	17
bcEJGA	13	1
bcEJGH	1	0
bcEJHI	1	1
bcEJOQ	2	0
bcEJPT	0	0
bcEJPZ	1	0
bcEJQL	2	1
bcEJRJ	10	1
bcEJRN	1	0
bcEJRW	1	1
bcEJTE	2	0
bcEJTL	1	1
bcEJUM	0	0
bcEJUT	0	23
bcEJVP	1	0
bcEJVZ	0	0
bcEJXO	0	0
bcEJYR	0	0
bcEKDQ	0	0
bcEKFO	45	0
bcEKJU	7	1
bcEKKR	0	0
bcEKKW	1	0
bcEKNH	0	1
bcEKOG	39	0
bcEKOI	35	27
bcEKRK	40	1
bcEKSS	2	0
bcEKTN	1	3
bcEKTR	3	3
bcEKUA	1	0
bcEKVN	24	9
bcEKVP	1	0
bcEKVX	42	0
bcEKWA	1	0
bcEKXJ	57	27
bcEKYH	0	0
bcEKZM	2	0
bcEKZS	2	1
bcELAI	178	1
bcELAY	0	0
bcELBZ	0	1
bcELDU	0	0
bcELEQ	1	0
bcELFW	0	51
bcELIU	1	0
bcELKI	1	0
bcELKL	1	0
bcELOK	0	0
bcELON	1	0
bcELQI	2	0
bcELRG	0	0
bcELSE	1	1
bcELTB	0	0
bcELUU	1	1
bcELWF	1	2
bcELWJ	0	0
bcELXR	1	0
bcELZN	0	0
bcEMDE	1	1
bcEMDG	2	0
bcEMFR	47	0
bcEMFV	1	1
bcEMGC	0	0
bcEMGF	0	1
bcEMGU	2	1
bcEMHN	9	0
bcEMIG	0	0
bcEMLG	0	6
bcEMNE	0	0
bcEMNI	0	28
bcEMQP	7	5
bcEMRR	0	0
bcEMTH	0	0
bcEMUQ	0	1
bcEMUR	1	1
bcEMVM	0	1
bcEMWD	0	0
bcEMYB	0	0
bcEMYU	0	0
bcENAT	1	1
bcENBC	0	0
bcENDW	0	0
bcENFC	1	0
bcENHQ	1	0
bcENKY	32	0
bcENLG	6	0
bcENMJ	126	0
bcENPG	0	0
bcENPJ	1	0
bcENPN	4	3
bcENPV	1	1
bcENRC	4	1
bcENRG	3	17
bcENSY	0	2
bcENTV	0	0
bcENVE	0	0
bcENVP	1	35
bcENWP	0	151
bcENXI	1	24
bcENZC	32	10
bcENZD	1	0
bcENZI	1	0
bcENZQ	0	0
bcEOAI	0	46
bcEOEC	1	1
bcEOEG	1	0
bcEOEM	3	0
bcEOEP	1	0
bcEOEQ	2	0
bcEOGA	2	0
bcEOGN	37	0
bcEOIB	1	62
bcEOIQ	0	0
bcEOJT	1	0
bcEOKS	0	1
bcEOLR	1	1
bcEONT	61	0
bcEONX	1	1
bcEOPJ	0	0
bcEOQV	0	0
bcEORU	0	0
bcEOTN	2	0
bcEOUA	9	1
bcEOUQ	2	1
bcEOWT	0	2
bcEOYY	21	0
bcEOZI	0	0
bcEPBX	0	0
bcEPEX	23	1
bcEPGS	0	0
bcEPHO	0	0
bcEPHZ	3	1
bcEPIG	30	2
bcEPIO	60	2
bcEPJK	3	1
bcEPKL	1	0
bcEPKW	5	1
bcEPMT	2	0
bcEPMX	55	2
bcEPNU	1	0
bcEPQL	5	2
bcEPQQ	27	0
bcEPWY	1	0
bcEPXA	2	3
bcEPZY	1	0
bcEQBX	0	0
bcEQCT	1	1
bcEQGU	1	0
bcEQIH	1	3
bcEQJS	0	0
bcEQLF	0	2
bcEQLR	0	0
bcEQLU	2	1
bcEQMU	0	39
bcEQQW	37	15
bcEQTI	1	0
bcEQTP	29	0
bcERAI	1	0
bcERCB	0	0
bcERFF	36	3
bcERHI	0	0
bcERIV	0	7
bcERJP	0	0
bcERKG	0	0
bcERLJ	0	0
bcERMR	0	0
bcERNJ	0	0
bcEROS	1	0
bcERPA	2	2
bcERPC	1	0
bcERPH	0	0
bcERQN	0	0
bcERTN	0	8
bcERTP	0	0
bcERTW	0	0
bcERUW	0	1
bcERVA	1	0
bcERXS	1	0
bcESBE	3	0
bcESCW	3	0
bcESFQ	0	0
bcESGY	0	0
bcESHB	3	1
bcESHL	3	0
bcESHM	35	0
bcESJC	3	58
bcESJW	5	0
bcESLQ	0	0
bcESMA	1	0
bcESSV	1	1
bcESTM	1	60
bcESTS	1	0
bcESUH	0	0
bcESUN	0	0
bcESUT	1	0
bcESVJ	0	0
bcESWT	0	0
bcESYS	0	1
bcESZX	0	1
bcETBU	0	0
bcETEI	2	0
bcETEN	0	0
bcETES	77	0
bcETHT	4	0
bcETIX	2	36
bcETJQ	0	0
bcETKJ	0	0
bcETKN	1	0
bcETKZ	91	32
bcETLI	0	1
bcETOY	2	0
bcETPM	0	47
bcETWE	1	0
bcETZA	1	0
bcEUBV	0	0
bcEUEF	3	0
bcEUFA	10	0
bcEUGG	1	0
bcEUGN	2	0
bcEUHB	0	0
bcEUHP	4	2
bcEUKO	0	1
bcEULB	0	0
bcEULC	1	0
bcEULE	1	58
bcEULF	1	1
bcEULR	0	4
bcEUML	29	1
bcEUNW	0	0
bcEUPF	0	0
bcEUZG	0	0
bcEVDW	0	0
bcEVFR	5	1
bcEVHH	0	0
bcEVIN	1	0
bcEVJH	0	0
bcEVKC	0	0
bcEVLC	0	0
bcEVOR	0	0
bcEVQU	0	1
bcEVSN	1	1
bcEVVU	4	0
bcEWAI	1	18
bcEWDS	3	0
bcEWEE	22	0
bcEWFN	13	4
bcEWFT	1	0
bcEWGF	1	0
bcEWHN	27	50
bcEWHY	4	0
bcEWID	62	74
bcEWLC	0	0
bcEWMR	35	0
bcEWOL	62	1
bcEWOT	15	3
bcEWPM	0	1
bcEWQA	0	0
bcEWSE	0	0
bcEWUY	47	0
bcEWXD	1	33
bcEXBP	0	0
bcEXCP	0	0
bcEXGY	4	0
bcEXHB	3	0
bcEXHE	0	1
bcEXHO	13	1
bcEXHZ	1	1
bcEXIE	2	1
bcEXNK	56	1
bcEXOK	1	1
bcEXSL	0	0
bcEXUD	1	0
bcEXVS	1	0
bcEXWF	1	0
bcEXYM	21	0
bcEXYZ	0	0
bcEXZQ	0	0
bcEXZS	0	0
bcEYAS	0	0
bcEYBV	1	0
bcEYCM	14	0
bcEYDD	0	0
bcEYEI	0	0
bcEYFA	0	0
bcEYJZ	78	2
bcEYKD	4	0
bcEYKF	9	0
bcEYKK	0	1
bcEYKM	0	1
bcEYKP	2	0
bcEYKR	1	0
bcEYMW	2	0
bcEYPG	0	0
bcEYQC	1	0
bcEYQQ	0	0
bcEYSW	0	0
bcEYUC	2	0
bcEYYU	0	1
bcEYZG	0	0
bcEYZL	0	0
bcEZBY	1	0
bcEZCC	39	1
bcEZCL	0	1
bcEZCX	0	0
bcEZGJ	1	0
bcEZGU	1	0
bcEZHT	0	1
bcEZLY	0	0
bcEZNM	14	0
bcEZOT	0	0
bcEZPN	0	1
